phrase,target
"` Sanoma is a buyer not a target , ' he said",neutral
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway,neutral
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine",neutral
Valga Lihatoostus markets its products under the Maks & Moorits trademark,neutral
The maximum number of new shares to be offered is 22 million,neutral
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights,neutral
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations,neutral
The total project duration is three years and it is valued at some EUR11 .5 m,neutral
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec,neutral
The investment will be worth approximately EUR 100mn,neutral
The divested stake represented about 2.7 m shares in Okmetic 's capital,neutral
"The guidance has been set at 90 basis points over mid-swaps , the report said",neutral
The writing and publication of Lemmink+ï¿½inen -ï¿½ s history is a continuation of earlier collaboration between Antti Tuuri and the company,neutral
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players",neutral
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market",neutral
"On preliminary estimate , the hotel will operate under the brand Novotel",neutral
"The Company serves approximately 3,000 customers in over 100 countries",neutral
com and possibly also through photo-msn,neutral
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ',neutral
The sellers were EOSS Innovationsmanagement and a group of private individuals,neutral
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn,neutral
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights",neutral
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there,neutral
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI,neutral
The purchase price was not disclosed,neutral
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki,neutral
The original patent was filed in Finland under application No.,neutral
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland",neutral
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well",neutral
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis",neutral
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe",neutral
"The remaining amount will be funded through debt , the Danish bank said",neutral
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees",neutral
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001",neutral
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand,neutral
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer",neutral
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland",neutral
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m,neutral
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let",neutral
The deal is subject to approval by the Norwegian competition authorities,neutral
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007",neutral
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds,neutral
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk,neutral
"The 19,200-square metre technology center is located near University of Tampere in central Tampere",neutral
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007,neutral
It will report full-year results on August 22,neutral
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices,neutral
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006,neutral
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911",neutral
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision,neutral
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy",neutral
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal",neutral
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",neutral
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day",neutral
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making",neutral
The size of a cider bottle will remain unchanged,neutral
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",neutral
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share",neutral
Nordea was the cheapest also for a couple in their 30s with debt,neutral
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems",neutral
The value of the contract is in total USD12m,neutral
The business development initiatives in North America are headed by Lynn Shanahan,neutral
The arrangements do not apply to the group 's units outside Finland,neutral
No service pricing details were disclosed,neutral
"Includes company and brand share data by category , as well as distribution channel data",neutral
"However , the brokers ' ratings on the stock differ",neutral
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January,neutral
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007",neutral
The value of the deal has not been disclosed,neutral
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007",neutral
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index,neutral
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes,neutral
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry",neutral
The contract is for next year,neutral
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006,neutral
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving,neutral
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral
This organization will assume the responsibility for operations in Russia,neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest,neutral
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena",neutral
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September",neutral
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices",neutral
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities,neutral
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000",neutral
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki",neutral
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital",neutral
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona )",neutral
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia,neutral
Russia 's Video International Group holds a controlling stake in Russian Media Ventures,neutral
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . '",neutral
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors",neutral
"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications",neutral
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says",neutral
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes",neutral
`` We are selling an information systems development business to the Finns,neutral
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology,neutral
The order was valued at USD12 .2 m,neutral
No financial or pricing details were disclosed,neutral
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year,neutral
Aspo 's Group structure and business operations are continually developed without any predefined schedules,neutral
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million",neutral
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations",neutral
"The facility will be used to refinance Citycon 's existing credit facility , the company said",neutral
The company says the measures are no longer needed,neutral
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson",neutral
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter,neutral
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia",neutral
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world",neutral
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila",neutral
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones,neutral
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US",neutral
Panostaja did not disclose the purchase price,neutral
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added",neutral
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET,neutral
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd.",neutral
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006,neutral
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network",neutral
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position",neutral
"The total donation amount is EUR 1,115,000",neutral
Financial terms were n't disclosed,neutral
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO )",neutral
The parties have agreed not to disclose the transaction value,neutral
`` Serving customers locally is one of the cornerstones of customer focus for us,neutral
Its market share is 6 percent according to AC Nielsen 's 2008 data,neutral
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta",neutral
The serial bond is part of the plan to refinance the short-term credit facility,neutral
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 %",neutral
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China",neutral
Officials did not disclose the contract value,neutral
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port",neutral
All depends on financing,neutral
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people",neutral
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009",neutral
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added",neutral
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006,neutral
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP",neutral
It is expected to be online by 2011,neutral
Why not subscribe to the magazine,neutral
The orders also include a few high-power drives for the control of seismic compressors,neutral
The company expects meat purchases to remain at about 8mn kilos in 2011,neutral
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn",neutral
After 1 April 2007 Cencorp will not have any own employees in the territory,neutral
N-Viro operates processing facilities independently as well as in partnership with municipalities,neutral
Closing of such transaction took place today,neutral
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus",neutral
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocatio,neutral
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now",neutral
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis",neutral
"The product range includes marinated olives , cold cuts , and pates , for example",neutral
"The maximum obligated total trades per day is ISK 400,000,000 market value",neutral
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental,neutral
The business area 's net sales were slightly over 2m in 2006,neutral
"SSH Communications Security Corporation is headquartered in Helsinki , Finland",neutral
The total investment in 2006 and 2007 is expected to amount to about EUR75m,neutral
The value of the total investment is about EUR 600mn,neutral
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares",neutral
Production is scheduled to start by the end of April 2007,neutral
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax",neutral
The purchase sum is about EUR 10mn US$ 12.97 mn,neutral
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over",neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines",neutral
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ),neutral
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-ï¿½323-ï¿½6201 USA",neutral
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people",neutral
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights,neutral
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel",neutral
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA",neutral
The order is included in Metso 's fourth quarter 2007 order backlog,neutral
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook",neutral
"To see more of New Haven Register , or to subscribe to the newspaper",neutral
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress,neutral
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million,neutral
The Company turnover amounted to MEUR 27.9 in 2007,neutral
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005,neutral
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 %",neutral
"The company can not give up palm oil altogether , however",neutral
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live,neutral
The beers differ slightly from mainstream beers,neutral
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories,neutral
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights",neutral
The company 's model is based on developer contracting construction projects and customer focused project management,neutral
Currency conversions are based on exchange rates at the time of the deal,neutral
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations,neutral
"In 2007 , Etteplan had turnover of EUR125 .2 m",neutral
The measures taken will cause one-time costs during the final part of 2006,neutral
A meeting of Glisten shareholders to vote on the bid will be held on 12 March,neutral
"The reductions will be implemented immediately , beginning in October 2009",neutral
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News,neutral
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said",neutral
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall",neutral
"Financial , strategic and operational factors are considered",neutral
"Purchase it for the 12MP snapper , if nothing else",neutral
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008",neutral
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010",neutral
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m",neutral
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life",neutral
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide,neutral
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year",neutral
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red",neutral
"Following the move , Stora Enso holding in NewPage will remain unchanged",neutral
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day",neutral
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses",neutral
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system,neutral
"As part of the transaction , the +ï¿½+ï¿½nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract",neutral
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong,neutral
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook,neutral
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo",neutral
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012,neutral
Total value of the contract is about EUR 10mn,neutral
Other details were not provided,neutral
The new B shares carry the right to dividend and other shareholder rights with effect from today,neutral
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float",neutral
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR",neutral
"According to Finnair Technical Services , the measure is above all due to the employment situation",neutral
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said",neutral
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -ï¿½ Copyright of Globes Publisher Itonut 1983 Ltd. 200",neutral
Each share is entitled to one vote,neutral
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations",neutral
"In his current position , Manty has worked since 1996",neutral
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009",neutral
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team",neutral
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,neutral
"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA",neutral
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added",neutral
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports",neutral
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported",neutral
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program,neutral
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets",neutral
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level",neutral
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ',neutral
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007",neutral
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators",neutral
The appointments will be in force until the new CEO has been appointed,neutral
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi,neutral
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District,neutral
The investment would be some EUR5m,neutral
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece",neutral
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added",neutral
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage",neutral
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products",neutral
"The gross area of eight houses will be 12,167 m2",neutral
The new chain has 700 discount stores and 250 supermarkets,neutral
Investment management and investment advisory services are the company 's sole line of business,neutral
The fine print is here,neutral
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com",neutral
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday",neutral
Technopolis has approximately 130 customer companies in Jyvaskyla,neutral
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings",neutral
Competition authorities will have to approve the deal before it can be finalized,neutral
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations,neutral
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden",neutral
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007",neutral
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas",neutral
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001,neutral
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters",neutral
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said",neutral
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium",neutral
The company then said it will focus its resources on clinical research,neutral
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005,neutral
This amount will not be included in the pensionable salary,neutral
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions",neutral
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote",neutral
"The firm is headquartered in Vantaa , southern Finland and has 16 employees",neutral
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation",neutral
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling",neutral
No financial details were disclosed,neutral
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010",neutral
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ',neutral
HK Ruokatalo 's target is to know the consumers,neutral
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006",neutral
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997,neutral
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market",neutral
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR,neutral
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8,neutral
The employee negotiations are to address measures needed to adjust the operations to the present production situation,neutral
Net investment incom,neutral
The studies are expected to start in 2008,neutral
"The product advisory does not apply to any other Nokia-branded battery , the company said",neutral
The value of the order is about EUR 30mn,neutral
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks",neutral
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme",neutral
"8,600 m , and at the time of investment it is fully leased to several tenants",neutral
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line,neutral
A few employees would remain at the Oulu plant in support functions for other group units,neutral
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households",neutral
The company has 120 employees and annual sales of approximately EUR16m,neutral
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com,neutral
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices",neutral
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities",neutral
Financial terms were not disclosed,neutral
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million",neutral
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services",neutral
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher,neutral
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn",neutral
Stora Enso will receive a 19.9 pct equity interest in the combined company,neutral
The medium-term operative targets of the company remain unchanged,neutral
It will provide heating in the form of hot water for the sawmill 's needs,neutral
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways",neutral
No financial information was provided,neutral
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value",neutral
The deal means that ten persons in three countries will transfer to Tieto,neutral
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson",neutral
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report",neutral
"The sellers include 40 shareholders , including Intellibis management , employees and other investors",neutral
R&D Loan ),neutral
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010,neutral
"The firm 's UK head office is in Rugby Road , Lutterworth",neutral
The order also includes start-up and commissioning services,neutral
The financial details of the acquisition were not disclosed,neutral
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals",neutral
"When completed , the 120-meter Watchtower will be the highest building in Ireland",neutral
The expanded plant is scheduled to be operational by the middle of October 2009,neutral
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline",neutral
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State,neutral
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap",neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year,neutral
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011,neutral
